date	site	transect	species	condition
2015-06-18	R3SC1	3	MYCE	NONE
2015-06-26	R3SC1	3	MYCE	NONE
2015-07-01	R3SC1	3	MYCE	NONE
2015-07-11	R3SC1	3	MYCE	NONE
2013-12-05	R3SC1	3	PPOR	PE
2013-12-12	R3SC1	3	PPOR	PE
2014-06-11	R3SC1	3	PPOR	FB
2014-06-18	R3SC1	3	PPOR	PE, M
2014-06-20	R3SC1	3	PPOR	PE, M
2014-06-25	R3SC1	3	PPOR	NONE
2014-06-27	R3SC1	3	PPOR	NONE
2014-07-03	R3SC1	3	PPOR	PE
2014-07-06	R3SC1	3	PPOR	PE, M
2014-07-17	R3SC1	3	PPOR	NONE
2014-07-19	R3SC1	3	PPOR	SA, M
2014-08-20	R3SC1	3	PPOR	NONE
2014-09-16	R3SC1	3	PPOR	P
2014-09-17	R3SC1	3	PPOR	BL
2014-09-18	R3SC1	3	PPOR	P, PE
2014-09-26	R3SC1	3	PPOR	P
2014-10-01	R3SC1	3	PPOR	P, PB
2014-10-02	R3SC1	3	PPOR	P
2014-10-19	R3SC1	3	PPOR	P, PE
2014-10-21	R3SC1	3	PPOR	PE, P
2014-10-23	R3SC1	3	PPOR	PE, P
2014-10-29	R3SC1	3	PPOR	M
2014-11-13	R3SC1	3	PPOR	PE, UPM
2014-12-13	R3SC1	3	PPOR	PE
2014-12-17	R3SC1	3	PPOR	PE
2015-04-25	R3SC1	3	PPOR	M, PE
2015-06-18	R3SC1	3	PPOR	PE
2015-06-26	R3SC1	3	PPOR	NONE
2015-07-01	R3SC1	3	PPOR	NONE
2015-07-11	R3SC1	3	PPOR	NONE
2013-12-05	R3SC1	3	SINT	PE
2013-12-12	R3SC1	3	SINT	NA
2014-06-11	R3SC1	3	SINT	SED
2014-06-18	R3SC1	3	SINT	SED
2014-06-20	R3SC1	3	SINT	SA
2014-06-25	R3SC1	3	SINT	PBUR
2014-06-27	R3SC1	3	SINT	NONE
2014-07-03	R3SC1	3	SINT	SA
2014-07-06	R3SC1	3	SINT	SED
2014-07-17	R3SC1	3	SINT	SED
2014-07-19	R3SC1	3	SINT	NONE
2014-08-20	R3SC1	3	SINT	PE
2014-09-16	R3SC1	3	SINT	P
2014-09-17	R3SC1	3	SINT	P, PB
2014-09-18	R3SC1	3	SINT	P
2014-09-26	R3SC1	3	SINT	PE, P
2014-10-01	R3SC1	3	SINT	P
2014-10-02	R3SC1	3	SINT	PB
2014-10-19	R3SC1	3	SINT	NONE
2014-10-21	R3SC1	3	SINT	NONE
2014-10-23	R3SC1	3	SINT	NONE
2014-10-29	R3SC1	3	SINT	SED
2014-11-13	R3SC1	3	SINT	PE, P
2014-12-13	R3SC1	3	SINT	SED
2014-12-17	R3SC1	3	SINT	SED
2015-04-25	R3SC1	3	SINT	SED
2015-06-18	R3SC1	3	SINT	NONE
2015-06-26	R3SC1	3	SINT	PE
2015-07-01	R3SC1	3	SINT	P
2015-07-11	R3SC1	3	SINT	P
2013-12-05	R3SC1	3	SSID	NA
2013-12-12	R3SC1	3	SSID	NA
2014-06-11	R3SC1	3	SSID	NONE
2014-06-18	R3SC1	3	SSID	M, SED
2014-06-20	R3SC1	3	SSID	NONE
2014-06-25	R3SC1	3	SSID	SED
2014-06-27	R3SC1	3	SSID	NONE
2014-07-03	R3SC1	3	SSID	NONE
2014-07-06	R3SC1	3	SSID	NONE
2014-07-17	R3SC1	3	SSID	P
2014-07-19	R3SC1	3	SSID	P, M, SED
2014-08-20	R3SC1	3	SSID	UC, PD, P
2014-09-16	R3SC1	3	SSID	P, FB
2014-09-17	R3SC1	3	SSID	P
2014-09-18	R3SC1	3	SSID	SED
2014-09-26	R3SC1	3	SSID	P, FB
2014-10-01	R3SC1	3	SSID	FB, P, SA
2014-10-02	R3SC1	3	SSID	P, FB, PD
2014-10-19	R3SC1	3	SSID	FB
2014-10-21	R3SC1	3	SSID	FB, P
2014-10-23	R3SC1	3	SSID	SED
2014-10-29	R3SC1	3	SSID	FB
2014-11-13	R3SC1	3	SSID	P
2014-12-13	R3SC1	3	SSID	SED
2014-12-17	R3SC1	3	SSID	NONE
2015-04-25	R3SC1	3	SSID	NONE
2015-06-18	R3SC1	3	SSID	NONE
2015-06-26	R3SC1	3	SSID	NONE
2015-07-01	R3SC1	3	SSID	NONE
2015-07-11	R3SC1	3	SSID	NONE
2013-12-05	R3SC1	3	PPOR	NA
2013-12-12	R3SC1	3	PPOR	NA
2014-06-11	R3SC1	3	PPOR	MIS
2014-06-18	R3SC1	3	PPOR	MIS
2014-06-20	R3SC1	3	PPOR	MIS
2014-06-25	R3SC1	3	PPOR	MIS
2014-06-27	R3SC1	3	PPOR	MIS
2014-07-03	R3SC1	3	PPOR	MIS
2014-07-06	R3SC1	3	PPOR	MIS
2014-07-17	R3SC1	3	PPOR	MIS
2014-07-19	R3SC1	3	PPOR	MIS
2014-08-20	R3SC1	3	PPOR	MIS
2014-09-16	R3SC1	3	PPOR	MIS
2014-09-17	R3SC1	3	PPOR	MIS
2014-09-18	R3SC1	3	PPOR	MIS
2014-09-26	R3SC1	3	PPOR	MIS
2014-10-01	R3SC1	3	PPOR	MIS
2014-10-02	R3SC1	3	PPOR	MIS
2014-10-19	R3SC1	3	PPOR	PBUR
2014-10-21	R3SC1	3	PPOR	MIS
2014-10-23	R3SC1	3	PPOR	MIS
2014-10-29	R3SC1	3	PPOR	MIS
2014-11-13	R3SC1	3	PPOR	MIS
2014-12-13	R3SC1	3	PPOR	MIS
2014-12-17	R3SC1	3	PPOR	MIS
2015-04-25	R3SC1	3	PPOR	MIS
2015-06-18	R3SC1	3	PPOR	MIS
2015-06-26	R3SC1	3	PPOR	MIS
2015-07-01	R3SC1	3	PPOR	MIS
2015-07-11	R3SC1	3	PPOR	MIS
2013-12-05	R3SC1	3	PAST	NA
2013-12-12	R3SC1	3	PAST	NA
2014-06-11	R3SC1	3	PAST	SA, M
2014-06-18	R3SC1	3	PAST	M, SA
2014-06-20	R3SC1	3	PAST	M, SA
2014-06-25	R3SC1	3	PAST	P, M, SA
2014-06-27	R3SC1	3	PAST	FB
2014-07-03	R3SC1	3	PAST	FB
2014-07-06	R3SC1	3	PAST	SED
2014-07-17	R3SC1	3	PAST	PE, PD
2014-07-19	R3SC1	3	PAST	PE
2014-08-20	R3SC1	3	PAST	M, CM
2014-09-16	R3SC1	3	PAST	M, CM
2014-09-17	R3SC1	3	PAST	CM
2014-09-18	R3SC1	3	PAST	CM
2014-09-26	R3SC1	3	PAST	M, CM
2014-10-01	R3SC1	3	PAST	CM
2014-10-02	R3SC1	3	PAST	CM
2014-10-19	R3SC1	3	PAST	CM
2014-10-21	R3SC1	3	PAST	PE, CM
2014-10-23	R3SC1	3	PAST	CM
2014-10-29	R3SC1	3	PAST	CM
2014-11-13	R3SC1	3	PAST	CM, M
2014-12-13	R3SC1	3	PAST	CM
2014-12-17	R3SC1	3	PAST	M, SA, CM
2015-04-25	R3SC1	3	PAST	DEAD
2015-06-18	R3SC1	3	PAST	DEAD
2015-06-26	R3SC1	3	PAST	DEAD
2015-07-01	R3SC1	3	PAST	DEAD
2015-07-11	R3SC1	3	PAST	DEAD
2013-12-04	R3SC2	1	PAST	M, SA
2013-12-12	R3SC2	1	PAST	NA
2014-06-11	R3SC2	1	PAST	SED
2014-06-14	R3SC2	1	PAST	M
2014-06-18	R3SC2	1	PAST	PE, SED
2014-06-20	R3SC2	1	PAST	PE, SED
2014-06-25	R3SC2	1	PAST	M, SA, PD
2014-06-27	R3SC2	1	PAST	FB
2014-07-03	R3SC2	1	PAST	SED, PD
2014-07-06	R3SC2	1	PAST	SED
2014-07-17	R3SC2	1	PAST	PE, SA
2014-07-19	R3SC2	1	PAST	PE
2014-08-20	R3SC2	1	PAST	M
2014-09-12	R3SC2	1	PAST	P, M, SED
2014-09-17	R3SC2	1	PAST	P, PB
2014-09-19	R3SC2	1	PAST	P, PB
2014-09-25	R3SC2	1	PAST	P
2014-10-01	R3SC2	1	PAST	P, SED, PB
2014-10-02	R3SC2	1	PAST	P
2014-10-19	R3SC2	1	PAST	P, FB
2014-10-21	R3SC2	1	PAST	NONE
2014-10-23	R3SC2	1	PAST	FB, SA
2014-11-12	R3SC2	1	PAST	P
2014-12-13	R3SC2	1	PAST	SA
2014-12-17	R3SC2	1	PAST	SED
2015-02-25	R3SC2	1	PAST	SED
2015-04-25	R3SC2	1	PAST	M, SA
2015-06-19	R3SC2	1	PAST	PD
2015-06-26	R3SC2	1	PAST	M, SA
2015-07-01	R3SC2	1	PAST	NONE
2015-07-11	R3SC2	1	PAST	PE, P
2016-08-18	R3SC2	1	PAST	UPM
2013-12-04	R3SC2	1	PSTR	NA
2013-12-12	R3SC2	1	PSTR	NA
2014-06-11	R3SC2	1	PSTR	SED
2014-06-14	R3SC2	1	PSTR	SA
2014-06-18	R3SC2	1	PSTR	SED
2014-06-20	R3SC2	1	PSTR	SED
2014-06-25	R3SC2	1	PSTR	SED
2014-06-27	R3SC2	1	PSTR	UPM
2014-07-03	R3SC2	1	PSTR	SED
2014-07-06	R3SC2	1	PSTR	SED
2014-07-17	R3SC2	1	PSTR	SA
2014-07-19	R3SC2	1	PSTR	P, SED
2014-08-20	R3SC2	1	PSTR	NONE
2014-09-12	R3SC2	1	PSTR	SED
2014-09-17	R3SC2	1	PSTR	NONE
2014-09-19	R3SC2	1	PSTR	SA
2014-09-25	R3SC2	1	PSTR	NONE
2014-10-01	R3SC2	1	PSTR	SED
2014-10-02	R3SC2	1	PSTR	SED, PD
2014-10-19	R3SC2	1	PSTR	NONE
2014-10-21	R3SC2	1	PSTR	P, SED
2014-10-23	R3SC2	1	PSTR	SA
2014-11-12	R3SC2	1	PSTR	SA
2014-12-13	R3SC2	1	PSTR	PD
2014-12-17	R3SC2	1	PSTR	SED, UPM
2015-02-25	R3SC2	1	PSTR	DEAD
2015-04-25	R3SC2	1	PSTR	DEAD
2015-06-19	R3SC2	1	PSTR	DEAD
2015-06-26	R3SC2	1	PSTR	DEAD
2015-07-01	R3SC2	1	PSTR	DEAD
2015-07-11	R3SC2	1	PSTR	DEAD
2016-08-18	R3SC2	1	PSTR	DEAD
2013-12-04	R3SC2	1	MMEA	NA
2013-12-12	R3SC2	1	MMEA	NA
2014-06-11	R3SC2	1	MMEA	NONE
2014-06-14	R3SC2	1	MMEA	NONE
2014-06-18	R3SC2	1	MMEA	NONE
2014-06-20	R3SC2	1	MMEA	NONE
2014-06-25	R3SC2	1	MMEA	SED
2014-06-27	R3SC2	1	MMEA	SED
2014-07-03	R3SC2	1	MMEA	NONE
2014-07-06	R3SC2	1	MMEA	NONE
2014-07-17	R3SC2	1	MMEA	NONE
2014-07-19	R3SC2	1	MMEA	NONE
2014-08-20	R3SC2	1	MMEA	P
2014-09-12	R3SC2	1	MMEA	P
2014-09-17	R3SC2	1	MMEA	P
2014-09-19	R3SC2	1	MMEA	UC, P
2014-09-25	R3SC2	1	MMEA	P
2014-10-01	R3SC2	1	MMEA	NONE
2014-10-02	R3SC2	1	MMEA	NONE
2014-10-19	R3SC2	1	MMEA	UPM
2014-10-21	R3SC2	1	MMEA	NONE
2014-10-23	R3SC2	1	MMEA	UPM
2014-11-12	R3SC2	1	MMEA	UPM
2014-12-13	R3SC2	1	MMEA	NONE
2014-12-17	R3SC2	1	MMEA	NONE
2015-02-25	R3SC2	1	MMEA	DEAD
2015-04-25	R3SC2	1	MMEA	DEAD
2015-06-19	R3SC2	1	MMEA	DEAD
2015-06-26	R3SC2	1	MMEA	DEAD
2015-07-01	R3SC2	1	MMEA	DEAD
2015-07-11	R3SC2	1	MMEA	DEAD
2016-08-18	R3SC2	1	MMEA	DEAD
2013-12-04	R3SC2	1	SBOU	SA
2013-12-12	R3SC2	1	SBOU	PE
2014-06-11	R3SC2	1	SBOU	SED
2014-06-14	R3SC2	1	SBOU	NONE
2014-06-18	R3SC2	1	SBOU	SED
2014-06-20	R3SC2	1	SBOU	FB
2014-06-25	R3SC2	1	SBOU	SA, UD
2014-06-27	R3SC2	1	SBOU	P
2014-07-03	R3SC2	1	SBOU	UD
2014-07-06	R3SC2	1	SBOU	P, FB
2014-07-17	R3SC2	1	SBOU	UD
2014-07-19	R3SC2	1	SBOU	PE
2014-08-20	R3SC2	1	SBOU	MIS
2014-09-12	R3SC2	1	SBOU	MIS
2014-09-17	R3SC2	1	SBOU	MIS
2014-09-19	R3SC2	1	SBOU	MIS
2014-09-25	R3SC2	1	SBOU	MIS
2014-10-01	R3SC2	1	SBOU	MIS
2014-10-02	R3SC2	1	SBOU	MIS
2014-10-19	R3SC2	1	SBOU	MIS
2014-10-21	R3SC2	1	SBOU	MIS
2014-10-23	R3SC2	1	SBOU	MIS
2014-11-12	R3SC2	1	SBOU	MIS
2014-12-13	R3SC2	1	SBOU	MIS
2014-12-17	R3SC2	1	SBOU	MIS
2015-02-25	R3SC2	1	SBOU	MIS
2015-04-25	R3SC2	1	SBOU	MIS
2015-06-19	R3SC2	1	SBOU	MIS
2015-06-26	R3SC2	1	SBOU	MIS
2015-07-01	R3SC2	1	SBOU	MIS
2015-07-11	R3SC2	1	SBOU	MIS
2016-08-18	R3SC2	1	SBOU	MIS
2013-12-04	R3SC2	1	PAST	NA
2013-12-12	R3SC2	1	PAST	NA
2014-06-11	R3SC2	1	PAST	MIS
2014-06-14	R3SC2	1	PAST	MIS
2014-06-18	R3SC2	1	PAST	MIS
2014-06-20	R3SC2	1	PAST	MIS
2014-06-25	R3SC2	1	PAST	MIS
2014-06-27	R3SC2	1	PAST	MIS
2014-07-03	R3SC2	1	PAST	MIS
2014-07-06	R3SC2	1	PAST	MIS
2014-07-17	R3SC2	1	PAST	MIS
2014-07-19	R3SC2	1	PAST	MIS
2014-08-20	R3SC2	1	PAST	MIS
2014-09-12	R3SC2	1	PAST	MIS
2014-09-17	R3SC2	1	PAST	MIS
2014-09-19	R3SC2	1	PAST	MIS
2014-09-25	R3SC2	1	PAST	MIS
2014-10-01	R3SC2	1	PAST	MIS
2014-10-02	R3SC2	1	PAST	MIS
2014-10-19	R3SC2	1	PAST	MIS
2014-10-21	R3SC2	1	PAST	MIS
2014-10-23	R3SC2	1	PAST	MIS
2014-11-12	R3SC2	1	PAST	MIS
2014-12-13	R3SC2	1	PAST	MIS
2014-12-17	R3SC2	1	PAST	MIS
2015-02-25	R3SC2	1	PAST	MIS
2015-04-25	R3SC2	1	PAST	MIS
2015-06-19	R3SC2	1	PAST	MIS
2015-06-26	R3SC2	1	PAST	MIS
2015-07-01	R3SC2	1	PAST	MIS
2015-07-11	R3SC2	1	PAST	MIS
2016-08-18	R3SC2	1	PAST	MIS
2013-12-04	R3SC2	1	PSTR	NA
2013-12-12	R3SC2	1	PSTR	NA
2014-06-11	R3SC2	1	PSTR	NONE
2014-06-14	R3SC2	1	PSTR	SA
2014-06-18	R3SC2	1	PSTR	SED
2014-06-20	R3SC2	1	PSTR	NONE
2014-06-25	R3SC2	1	PSTR	NONE
2014-06-27	R3SC2	1	PSTR	NONE
2014-07-03	R3SC2	1	PSTR	P
2014-07-06	R3SC2	1	PSTR	NONE
2014-07-17	R3SC2	1	PSTR	P
2014-07-19	R3SC2	1	PSTR	P
2014-08-20	R3SC2	1	PSTR	P, UC
2014-09-12	R3SC2	1	PSTR	P
2014-09-17	R3SC2	1	PSTR	P
2014-09-19	R3SC2	1	PSTR	P
2014-09-25	R3SC2	1	PSTR	P
2014-10-01	R3SC2	1	PSTR	P, UPM
2014-10-02	R3SC2	1	PSTR	P, CD
2014-10-19	R3SC2	1	PSTR	P, PB, UPM
2014-10-21	R3SC2	1	PSTR	P
2014-10-23	R3SC2	1	PSTR	P
2014-11-12	R3SC2	1	PSTR	UPM
2014-12-13	R3SC2	1	PSTR	NONE
2014-12-17	R3SC2	1	PSTR	P
2015-02-25	R3SC2	1	PSTR	WP
2015-04-25	R3SC2	1	PSTR	WP
2015-06-19	R3SC2	1	PSTR	DEAD
2015-06-26	R3SC2	1	PSTR	DEAD
2015-07-01	R3SC2	1	PSTR	DEAD
2015-07-11	R3SC2	1	PSTR	DEAD
2016-08-18	R3SC2	1	PSTR	DEAD
2013-12-04	R3SC2	1	PSTR	SA
2013-12-12	R3SC2	1	PSTR	NA
2014-06-11	R3SC2	1	PSTR	SED
2014-06-14	R3SC2	1	PSTR	SED
2014-06-18	R3SC2	1	PSTR	SED
2014-06-20	R3SC2	1	PSTR	SA
2014-06-25	R3SC2	1	PSTR	SA
2014-06-27	R3SC2	1	PSTR	SA, P
2014-07-03	R3SC2	1	PSTR	SED
2014-07-06	R3SC2	1	PSTR	P, SA
2014-07-17	R3SC2	1	PSTR	P
2014-07-19	R3SC2	1	PSTR	P
2014-08-20	R3SC2	1	PSTR	P
2014-09-12	R3SC2	1	PSTR	P, SED
2014-09-17	R3SC2	1	PSTR	P
2014-09-19	R3SC2	1	PSTR	P, SED
2014-09-25	R3SC2	1	PSTR	P
2014-10-01	R3SC2	1	PSTR	P, SED
2014-10-02	R3SC2	1	PSTR	P, SED
2014-10-19	R3SC2	1	PSTR	P
2014-10-21	R3SC2	1	PSTR	P
2014-10-23	R3SC2	1	PSTR	P
2014-11-12	R3SC2	1	PSTR	SED
2014-12-13	R3SC2	1	PSTR	SA
2014-12-17	R3SC2	1	PSTR	SED
2015-02-25	R3SC2	1	PSTR	DEAD
2015-04-25	R3SC2	1	PSTR	DEAD
2015-06-19	R3SC2	1	PSTR	DEAD
2015-06-26	R3SC2	1	PSTR	DEAD
2015-07-01	R3SC2	1	PSTR	DEAD
2015-07-11	R3SC2	1	PSTR	DEAD
2016-08-18	R3SC2	1	PSTR	DEAD
2013-12-04	R3SC2	1	PAST	SA
2013-12-12	R3SC2	1	PAST	SA
2014-06-11	R3SC2	1	PAST	MIS
2014-06-14	R3SC2	1	PAST	MIS
2014-06-18	R3SC2	1	PAST	MIS
2014-06-20	R3SC2	1	PAST	MIS
2014-06-25	R3SC2	1	PAST	MIS
2014-06-27	R3SC2	1	PAST	MIS
2014-07-03	R3SC2	1	PAST	MIS
2014-07-06	R3SC2	1	PAST	MIS
2014-07-17	R3SC2	1	PAST	MIS
2014-07-19	R3SC2	1	PAST	MIS
2014-08-20	R3SC2	1	PAST	MIS
2014-09-12	R3SC2	1	PAST	MIS
2014-09-17	R3SC2	1	PAST	MIS
2014-09-19	R3SC2	1	PAST	MIS
2014-09-25	R3SC2	1	PAST	MIS
2014-10-01	R3SC2	1	PAST	MIS
2014-10-02	R3SC2	1	PAST	MIS
2014-10-19	R3SC2	1	PAST	MIS
2014-10-21	R3SC2	1	PAST	MIS
2014-10-23	R3SC2	1	PAST	MIS
2014-11-12	R3SC2	1	PAST	MIS
2014-12-13	R3SC2	1	PAST	MIS
2014-12-17	R3SC2	1	PAST	MIS
2015-02-25	R3SC2	1	PAST	MIS
2015-04-25	R3SC2	1	PAST	MIS
2015-06-19	R3SC2	1	PAST	MIS
2015-06-26	R3SC2	1	PAST	MIS
2015-07-01	R3SC2	1	PAST	MIS
2015-07-11	R3SC2	1	PAST	MIS
2016-08-18	R3SC2	1	PAST	MIS
2013-12-04	R3SC2	2	MMEA	NA
2013-12-12	R3SC2	2	MMEA	CD
2014-06-11	R3SC2	2	MMEA	SA, PE
2014-06-14	R3SC2	2	MMEA	NONE
2014-06-18	R3SC2	2	MMEA	PE
2014-06-20	R3SC2	2	MMEA	NONE
2014-06-25	R3SC2	2	MMEA	CD
2014-06-27	R3SC2	2	MMEA	CD, P
2014-07-03	R3SC2	2	MMEA	NONE
2014-07-06	R3SC2	2	MMEA	PE, P
2014-07-17	R3SC2	2	MMEA	NONE
2014-07-19	R3SC2	2	MMEA	P
2014-08-20	R3SC2	2	MMEA	CD, UC, P
2014-09-12	R3SC2	2	MMEA	P, UC
2014-09-17	R3SC2	2	MMEA	CD, P
2014-09-19	R3SC2	2	MMEA	CD, UC, PE, P
2014-09-25	R3SC2	2	MMEA	CD, PE, UC, P
2014-10-01	R3SC2	2	MMEA	CD, UC
2014-10-02	R3SC2	2	MMEA	CD, P, UC
2014-10-19	R3SC2	2	MMEA	UPM, CD
2014-10-21	R3SC2	2	MMEA	NONE
2014-10-23	R3SC2	2	MMEA	NONE
2014-11-12	R3SC2	2	MMEA	UPM, CD
2014-12-13	R3SC2	2	MMEA	CD, P, UPM
2014-12-17	R3SC2	2	MMEA	CD, P
2015-02-25	R3SC2	2	MMEA	DEAD
2015-04-25	R3SC2	2	MMEA	DEAD
2015-06-19	R3SC2	2	MMEA	DEAD
2015-06-26	R3SC2	2	MMEA	DEAD
2015-07-01	R3SC2	2	MMEA	DEAD
2015-07-11	R3SC2	2	MMEA	DEAD
2016-08-18	R3SC2	2	MMEA	DEAD
2013-12-04	R3SC2	2	PAST	NA
2013-12-12	R3SC2	2	PAST	M, SA
2014-06-11	R3SC2	2	PAST	SA, M
2014-06-14	R3SC2	2	PAST	SA, M
2014-06-18	R3SC2	2	PAST	FB, SED
2014-06-20	R3SC2	2	PAST	SED
2014-06-25	R3SC2	2	PAST	SED
2014-06-27	R3SC2	2	PAST	SED
2014-07-03	R3SC2	2	PAST	SED
2014-07-06	R3SC2	2	PAST	SED
2014-07-17	R3SC2	2	PAST	M, SA
2014-07-19	R3SC2	2	PAST	MIS, SA
2014-08-20	R3SC2	2	PAST	NONE
2014-09-12	R3SC2	2	PAST	P
2014-09-17	R3SC2	2	PAST	M, SA
2014-09-19	R3SC2	2	PAST	M
2014-09-25	R3SC2	2	PAST	NONE
2014-10-01	R3SC2	2	PAST	SED
2014-10-02	R3SC2	2	PAST	NONE
2014-10-19	R3SC2	2	PAST	NONE
2014-10-21	R3SC2	2	PAST	NONE
2014-10-23	R3SC2	2	PAST	M, SED
2014-11-12	R3SC2	2	PAST	SED
2014-12-13	R3SC2	2	PAST	SED
2014-12-17	R3SC2	2	PAST	SA
2015-02-25	R3SC2	2	PAST	SED
2015-04-25	R3SC2	2	PAST	M, SA
2015-06-19	R3SC2	2	PAST	SA
2015-06-26	R3SC2	2	PAST	M, SA
2015-07-01	R3SC2	2	PAST	UC, SA
2015-07-11	R3SC2	2	PAST	P
2016-08-18	R3SC2	2	PAST	CM, SED
2013-12-04	R3SC2	2	PAST	NA
2013-12-12	R3SC2	2	PAST	PE, SA
2014-06-11	R3SC2	2	PAST	SA, M
2014-06-14	R3SC2	2	PAST	SA, M
2014-06-18	R3SC2	2	PAST	M, SA
2014-06-20	R3SC2	2	PAST	M, SA
2014-06-25	R3SC2	2	PAST	M, SA
2014-06-27	R3SC2	2	PAST	SA, M
2014-07-03	R3SC2	2	PAST	M, SA
2014-07-06	R3SC2	2	PAST	M, SA
2014-07-17	R3SC2	2	PAST	PE, SA
2014-07-19	R3SC2	2	PAST	SED
2014-08-20	R3SC2	2	PAST	NONE
2014-09-12	R3SC2	2	PAST	M, PE
2014-09-17	R3SC2	2	PAST	NONE
2014-09-19	R3SC2	2	PAST	PE
2014-09-25	R3SC2	2	PAST	M, UC
2014-10-01	R3SC2	2	PAST	FB
2014-10-02	R3SC2	2	PAST	UPM
2014-10-19	R3SC2	2	PAST	NONE
2014-10-21	R3SC2	2	PAST	NONE
2014-10-23	R3SC2	2	PAST	NONE
2014-11-12	R3SC2	2	PAST	NONE
2014-12-13	R3SC2	2	PAST	SED, PB
2014-12-17	R3SC2	2	PAST	SED, P
2015-02-25	R3SC2	2	PAST	SED
2015-04-25	R3SC2	2	PAST	SED, P
2015-06-19	R3SC2	2	PAST	M
2015-06-26	R3SC2	2	PAST	NONE
2015-07-01	R3SC2	2	PAST	PE
2015-07-11	R3SC2	2	PAST	NONE
2016-08-18	R3SC2	2	PAST	M, SA, CM
2013-12-04	R3SC2	2	PSTR	NA
2013-12-12	R3SC2	2	PSTR	NA
2014-06-11	R3SC2	2	PSTR	SED
2014-06-14	R3SC2	2	PSTR	SA
2014-06-18	R3SC2	2	PSTR	SED
2014-06-20	R3SC2	2	PSTR	SED
2014-06-25	R3SC2	2	PSTR	SA
2014-06-27	R3SC2	2	PSTR	UPM, P
2014-07-03	R3SC2	2	PSTR	SA
2014-07-06	R3SC2	2	PSTR	PD, SA
2014-07-17	R3SC2	2	PSTR	P, SA
2014-07-19	R3SC2	2	PSTR	P, SED
2014-08-20	R3SC2	2	PSTR	P
2014-09-12	R3SC2	2	PSTR	P, SED
2014-09-17	R3SC2	2	PSTR	P
2014-09-19	R3SC2	2	PSTR	SA, P
2014-09-25	R3SC2	2	PSTR	P
2014-10-01	R3SC2	2	PSTR	P
2014-10-02	R3SC2	2	PSTR	P, SED
2014-10-19	R3SC2	2	PSTR	P, PB, SA
2014-10-21	R3SC2	2	PSTR	P, PD
2014-10-23	R3SC2	2	PSTR	P, SA, PD
2014-11-12	R3SC2	2	PSTR	P
2014-12-13	R3SC2	2	PSTR	SA
2014-12-17	R3SC2	2	PSTR	SED
2015-02-25	R3SC2	2	PSTR	SA
2015-04-25	R3SC2	2	PSTR	DEAD
2015-06-19	R3SC2	2	PSTR	DEAD
2015-06-26	R3SC2	2	PSTR	DEAD
2015-07-01	R3SC2	2	PSTR	DEAD
2015-07-11	R3SC2	2	PSTR	DEAD
2016-08-18	R3SC2	2	PSTR	DEAD
2013-12-04	R3SC2	2	PAST	M, SA
2013-12-12	R3SC2	2	PAST	NA
2014-06-11	R3SC2	2	PAST	SA, M
2014-06-14	R3SC2	2	PAST	SA, M
2014-06-18	R3SC2	2	PAST	M, SA
2014-06-20	R3SC2	2	PAST	M, SA
2014-06-25	R3SC2	2	PAST	M, SA
2014-06-27	R3SC2	2	PAST	SA, M
2014-07-03	R3SC2	2	PAST	M, SA
2014-07-06	R3SC2	2	PAST	M, SA
2014-07-17	R3SC2	2	PAST	PE, SA
2014-07-19	R3SC2	2	PAST	SED
2014-08-20	R3SC2	2	PAST	NONE
2014-09-12	R3SC2	2	PAST	SED, PE
2014-09-17	R3SC2	2	PAST	NONE
2014-09-19	R3SC2	2	PAST	M, SED
2014-09-25	R3SC2	2	PAST	M, SA
2014-10-01	R3SC2	2	PAST	UPM
2014-10-02	R3SC2	2	PAST	SED, PD
2014-10-19	R3SC2	2	PAST	FB
2014-10-21	R3SC2	2	PAST	SED
2014-10-23	R3SC2	2	PAST	UPM
2014-11-12	R3SC2	2	PAST	M, SA
2014-12-13	R3SC2	2	PAST	SA
2014-12-17	R3SC2	2	PAST	M, SA
2015-02-25	R3SC2	2	PAST	SED
2015-04-25	R3SC2	2	PAST	P
2015-06-19	R3SC2	2	PAST	NONE
2015-06-26	R3SC2	2	PAST	NONE
2015-07-01	R3SC2	2	PAST	NONE
2015-07-11	R3SC2	2	PAST	M, SA
2016-08-18	R3SC2	2	PAST	M, SA, CM
2013-12-04	R3SC2	2	PAST	NA
2013-12-12	R3SC2	2	PAST	NA
2014-06-11	R3SC2	2	PAST	P, SED
2014-06-14	R3SC2	2	PAST	M, FB
2014-06-18	R3SC2	2	PAST	SED
2014-06-20	R3SC2	2	PAST	M, SED, FB
2014-06-25	R3SC2	2	PAST	M, SA
2014-06-27	R3SC2	2	PAST	FB, M
2014-07-03	R3SC2	2	PAST	PE, FB
2014-07-06	R3SC2	2	PAST	SED
2014-07-17	R3SC2	2	PAST	PD, PE
2014-07-19	R3SC2	2	PAST	UC, PE, SED
2014-08-20	R3SC2	2	PAST	M, PD
2014-09-12	R3SC2	2	PAST	M, SED, P
2014-09-17	R3SC2	2	PAST	P, PD
2014-09-19	R3SC2	2	PAST	SED
2014-09-25	R3SC2	2	PAST	PE, FB
2014-10-01	R3SC2	2	PAST	P, SED
2014-10-02	R3SC2	2	PAST	P, SED, FB
2014-10-19	R3SC2	2	PAST	FB, P
2014-10-21	R3SC2	2	PAST	MIS, SA
2014-10-23	R3SC2	2	PAST	M, SA
2014-11-12	R3SC2	2	PAST	M, SA
