Date,Week,Visit,Surveyor,Site,N Site,Transect,N Transect,Coral ID,Species,Condition Code,Condition Score_calc,Sediment stress,Coral w/ Sed Stress,Proportion w/ sed stress/site,Proportion Stressed Transect,Proportion  Stressed Site,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,6,ALAM,SED,0,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,1,MDEC,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,1,MDEC,UPM,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,1,MDEC,P,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,2,MCAV,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,3,SBOU,SA,1,1,1.0,0.041666667,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,4,MCAV,WP,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,5,MCAV,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,6,SSID,DEAD,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,7,SINT,CM,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,7,SINT,SA,1,1,1.0,0.041666667,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,8,MCAV,SA,1,1,1.0,0.041666667,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,3,9,9,DSTO,NONE,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,1,SINT,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,1,SINT,P,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,1,SINT,PBUR,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,2,DSTR,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,3,DSTR,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,4,DSTO,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,5,SBOU,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,5,SBOU,PBUR,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,6,MCAV,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,7,SBOU,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,7,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,7,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,8,SSID,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,9,MCAV,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,9,MCAV,PE,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,1,10,10,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,1,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,1,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,1,SBOU,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,2,SSID,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,2,SSID,PM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,3,SBOU,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,3,SBOU,P,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,4,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,5,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,5,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,6,SBOU,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,6,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,7,SINT,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,8,DSTR,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,9,SBOU,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,2,10,10,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,1,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,2,SBOU,UC,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,2,SBOU,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,3,SBOU,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,3,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,4,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,5,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,6,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,7,DCLI,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,8,DCLI,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,9,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,10,SSID,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2N1-RR,30,3,10,10,SSID,P,1,,,,0.10,0.03,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,1,MCAV,NONE,0,,,,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,2,SBOU,SA,1,1,1.0,0.047619048,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,3,MCAV,SED,0,,,,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,4,PAST,SED,0,,,,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,5,MCAV,SA,1,1,#REF!,#REF!,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,6,PAST,SA,1,1,1.0,0.047619048,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,1,6,7,PAST,MIS,,,,,0.17,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,1,PAST,MIS,,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,2,PPOR,DEAD,1,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,3,MCAV,SED,0,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,4,PAST,DEAD,1,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,5,PAST,SED,0,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,6,PAST,SA,1,1,1.0,0.047619048,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,6,PAST,P,1,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,7,SBOU,SED,0,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,8,PAST,CD,1,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,2,7,8,PAST,SED,0,,,,0.14,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,1,SINT,UPM,1,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,2,PAST,CD,1,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,2,PAST,M,1,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,2,PAST,SA,1,1,1.0,0.047619048,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,3,PAST,CD,1,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,3,PAST,SA,1,1,1.0,0.047619048,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,4,MCAV,NONE,0,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,5,MCAV,SA,1,1,1.0,0.047619048,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,6,PAST,SED,0,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,7,PAST,SA,1,1,1.0,0.047619048,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,7,PAST,P,1,,,,0.13,0.05,,,,
4/26/15,IA1,,AS,R3N1-LR,21,3,8,8,SBOU,BUR,1,1,1.0,0.047619048,0.13,0.05,,,,
