8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,14,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,14,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,20,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Vase,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Tube,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,20,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,32,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,24,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,56,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,14,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,SA,22,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,14,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,SA,14,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,32,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,14,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,15,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,16,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,25,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,20,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,18,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Finger ,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,22,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,15,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,16,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,22,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,12,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,10,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,22,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,16,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,16,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,12,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,16,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,16,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,4,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,15,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,15,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,28,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,22,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,22,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,12,,
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,18,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,2,WP,,,,,,,,,,,,,Zoanthid,,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,15,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,16,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,16,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,SA,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,16,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,22,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,21,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,SA,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,22,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,52,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,8,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,10,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,22,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,22,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,20,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,14,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,22,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,13,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,10,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,14,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,14,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,M,10,,
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,10,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,4,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/17/16,PC,HBNC1,3,WP,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,25,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,15,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,25,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,20,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,10,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,10,,1
8/9/16,PC,HBNC1,1,JC,,,,,,,,,,,,,Octocoral,Eunicea,,,,,15,,1
